CustomerID,Timestamp,PurchaseValue
f0dacb60e0,2018-06-02 03:35:43+00:00,127
6be63f6900,2018-06-01 18:58:26+00:00,298
89713e9d79,2018-06-01 13:30:10+00:00,127
6ec8d00f9c,2018-05-31 19:00:31+00:00,127
290c87c512,2018-05-31 18:39:51+00:00,4995
e4e6b23686,2018-05-31 16:04:25+00:00,4995
6da27da9b8,2018-05-31 15:46:19+00:00,127
f5295e917f,2018-05-31 11:16:32+00:00,127
46384b8791,2018-05-30 04:10:10+00:00,127
858267713e,2018-05-29 22:13:16+00:00,1
419be8baea,2018-05-29 17:55:01+00:00,597
9b4f496d80,2018-05-29 02:31:07+00:00,127
ea65647e36,2018-05-29 00:24:22+00:00,128
948fd68592,2018-05-28 23:03:45+00:00,127
771007b27f,2018-05-28 20:52:28+00:00,497
b89cddac21,2018-05-28 20:17:10+00:00,128
e86f8c367d,2018-05-28 19:36:26+00:00,127
af8424deb5,2018-05-28 18:00:11+00:00,127
86b5abc8b1,2018-05-28 16:27:19+00:00,128
31d8962bd2,2018-05-28 16:23:31+00:00,597
e71764d960,2018-05-28 14:44:16+00:00,127
e471fe2fe4,2018-05-28 13:43:38+00:00,497
79ae6eb2f8,2018-05-28 13:40:18+00:00,127
299b63b824,2018-05-28 13:40:10+00:00,127
f47245444f,2018-05-28 13:39:37+00:00,497
4c0bc9beb9,2018-05-28 13:23:36+00:00,127
dd1639fb78,2018-05-28 09:51:45+00:00,128
867ab944b6,2018-05-28 09:23:18+00:00,128
9af49cd7ae,2018-05-28 04:40:10+00:00,127
018f97e577,2018-05-28 04:10:10+00:00,127
f59f96a2a6,2018-05-28 02:48:04+00:00,127
4133b3400f,2018-05-28 02:23:26+00:00,127
9187226cbe,2018-05-28 02:01:16+00:00,127
6bebc14053,2018-05-28 01:26:26+00:00,128
ebd75e154e,2018-05-28 01:00:10+00:00,127
19e0a2edfc,2018-05-28 00:00:09+00:00,127
cf4a41448b,2018-05-27 22:51:25+00:00,597
5a28a2fd19,2018-05-27 21:01:05+00:00,128
b8e2d98a17,2018-05-27 20:41:31+00:00,127
02dc869a6f,2018-05-27 20:02:56+00:00,128
ef50fa6c7c,2018-05-27 18:28:59+00:00,127
2fba22df3d,2018-05-27 18:05:08+00:00,597
2fba22df3d,2018-05-27 18:01:19+00:00,597
ff6f51ccd2,2018-05-27 17:00:11+00:00,127
d986c76bee,2018-05-27 12:10:46+00:00,127
d5796c1889,2018-05-27 11:31:52+00:00,127
7e9f631030,2018-05-27 09:10:11+00:00,127
b80252eb8b,2018-05-27 06:31:10+00:00,128
c10a4f8cf0,2018-05-27 06:30:10+00:00,127
e7ab755e12,2018-05-27 06:12:15+00:00,127
31d8962bd2,2018-05-26 17:18:20+00:00,597
2525d78c3c,2018-05-26 12:42:13+00:00,128
1890c92379,2018-05-26 12:17:47+00:00,994
d702275ef0,2018-05-26 12:13:35+00:00,128
8bf97dad60,2018-05-26 10:54:16+00:00,127
11f7d1b24a,2018-05-26 09:58:12+00:00,1791
53ae9f506e,2018-05-26 08:57:58+00:00,597
771007b27f,2018-05-26 08:47:36+00:00,597
fd88f70e36,2018-05-25 23:40:51+00:00,128
8d5d6887c8,2018-05-25 19:32:54+00:00,497
6fdd5ba881,2018-05-25 19:30:14+00:00,127
e4752d54ac,2018-05-25 18:07:41+00:00,127
ca7a0e51aa,2018-05-25 17:20:59+00:00,127
876ece6c83,2018-05-25 16:59:02+00:00,127
8aa3734d66,2018-05-25 14:09:28+00:00,127
7cc3e213d8,2018-05-25 12:56:30+00:00,127
a5267cc289,2018-05-25 10:35:25+00:00,128
9625553afc,2018-05-25 09:10:46+00:00,127
31d8962bd2,2018-05-25 08:47:13+00:00,597
51d4fda4b6,2018-05-25 07:42:09+00:00,128
30b0202b4d,2018-05-25 07:39:09+00:00,127
46b3b760cd,2018-05-25 07:36:32+00:00,127
75f20b4603,2018-05-25 06:08:54+00:00,128
e6606b0d7c,2018-05-25 03:19:52+00:00,597
e6606b0d7c,2018-05-25 03:10:05+00:00,597
e6606b0d7c,2018-05-25 03:06:30+00:00,597
9d9f34d5ad,2018-05-25 02:40:12+00:00,127
931b070e59,2018-05-25 02:30:12+00:00,127
cbaff1c542,2018-05-25 01:43:05+00:00,128
f9f27e1962,2018-05-25 01:40:15+00:00,127
024b367c12,2018-05-25 01:40:14+00:00,127
f70bccc16f,2018-05-25 01:20:13+00:00,127
5f188f9894,2018-05-25 01:10:13+00:00,67
cb9f8eb036,2018-05-25 01:00:14+00:00,67
52684311fe,2018-05-25 00:56:52+00:00,127
5c89d5bf6b,2018-05-25 00:53:42+00:00,127
fba0c574bc,2018-05-25 00:50:15+00:00,67
5706fe698c,2018-05-25 00:50:15+00:00,67
02a748635e,2018-05-25 00:50:14+00:00,67
91e7d0b4e8,2018-05-25 00:50:14+00:00,67
aed77f95d4,2018-05-25 00:41:08+00:00,67
b279c69e9f,2018-05-25 00:40:12+00:00,67
86f73b8894,2018-05-25 00:40:12+00:00,67
634387d550,2018-05-25 00:40:11+00:00,67
d050a831dd,2018-05-25 00:35:35+00:00,128
802ec590c8,2018-05-25 00:30:15+00:00,67
e80a13458a,2018-05-25 00:30:14+00:00,67
96bf63f102,2018-05-25 00:26:52+00:00,128
83e5734de2,2018-05-25 00:24:07+00:00,127
1d748c1b48,2018-05-25 00:20:13+00:00,67
f11c58e92e,2018-05-25 00:20:12+00:00,67
b2d4ce69c4,2018-05-25 00:13:53+00:00,128
ba88db3460,2018-05-25 00:10:13+00:00,67
2168dea77b,2018-05-25 00:10:13+00:00,67
2c9291abfd,2018-05-25 00:04:29+00:00,128
54e388d396,2018-05-24 23:39:29+00:00,127
b93e6321f8,2018-05-24 23:37:21+00:00,127
c7fc4a10bd,2018-05-24 23:27:56+00:00,67
3843319d77,2018-05-24 23:25:24+00:00,128
165eae4290,2018-05-24 23:23:13+00:00,67
7edec0ae91,2018-05-24 23:17:19+00:00,67
4df28c23e3,2018-05-24 23:11:28+00:00,127
7a1b7656b7,2018-05-24 23:10:30+00:00,67
2779a7e98f,2018-05-24 23:10:13+00:00,67
10d3317a12,2018-05-24 23:04:36+00:00,67
3eca88098c,2018-05-24 23:02:23+00:00,68
a2069236d6,2018-05-24 23:02:22+00:00,128
84aa4b6006,2018-05-24 22:59:59+00:00,67
080b635478,2018-05-24 22:59:58+00:00,67
5f4b554102,2018-05-24 22:59:53+00:00,68
b8f8c63fea,2018-05-24 22:55:40+00:00,67
62f68d3002,2018-05-24 22:55:36+00:00,67
4f15a0a0de,2018-05-24 22:55:33+00:00,67
8deb498f64,2018-05-24 22:55:13+00:00,68
3b57a6acf6,2018-05-24 22:54:48+00:00,67
35025e19e8,2018-05-24 22:54:01+00:00,68
0f685dac6f,2018-05-24 22:53:32+00:00,68
2a4bc4a5d7,2018-05-24 22:53:07+00:00,68
5f67d1f4e6,2018-05-24 22:52:49+00:00,68
02c335f7ca,2018-05-24 22:51:38+00:00,68
53ee2f07d8,2018-05-24 22:50:23+00:00,68
b2da6e029a,2018-05-24 22:50:12+00:00,67
822fb42f00,2018-05-24 22:50:12+00:00,67
63895ef729,2018-05-24 22:50:05+00:00,67
f0335c9ff1,2018-05-24 22:50:05+00:00,68
eef15337d6,2018-05-24 22:47:54+00:00,67
0a333dbf4f,2018-05-24 22:47:48+00:00,67
7a7a65e367,2018-05-24 22:47:26+00:00,68
