CustomerID,Timestamp,PurchaseValue
0f8c6c28b4,2018-06-02 05:28:36+00:00,78.0
8581740cd6,2018-06-02 04:49:37+00:00,44.41
65f2b93ade,2018-06-02 04:42:43+00:00,36.47
c6a99f3173,2018-06-02 04:31:16+00:00,69.35
477ff3e65a,2018-06-02 04:29:33+00:00,44.0
7e61b25357,2018-06-02 03:31:00+00:00,69.0
a270198a0e,2018-06-02 03:00:19+00:00,46.75
5df8e69382,2018-06-02 02:27:42+00:00,122.25
e777d750bf,2018-06-02 02:02:39+00:00,49.25
548704f1c2,2018-06-02 01:55:08+00:00,69.0
0937c2d749,2018-06-02 00:30:01+00:00,41.75
25c2a05946,2018-06-02 00:21:21+00:00,48.44
26ee3f842e,2018-06-02 00:15:04+00:00,71.75
6c3c940208,2018-06-01 22:31:24+00:00,56.75
f62ce83960,2018-06-01 21:54:02+00:00,10.71
926da72f54,2018-06-01 21:52:11+00:00,12.99
9e707d03f0,2018-06-01 21:08:59+00:00,23.97
d51a892a09,2018-06-01 19:42:33+00:00,49.25
1eb405ff69,2018-06-01 19:19:10+00:00,71.75
d281b1866a,2018-06-01 18:54:21+00:00,99.75
3f26c95459,2018-06-01 18:43:54+00:00,84.75
b95a368486,2018-06-01 18:23:35+00:00,99.75
157d5cff35,2018-06-01 18:22:29+00:00,100.99
e860e1abe9,2018-06-01 18:17:34+00:00,64.52
77513b4419,2018-06-01 18:12:15+00:00,7.5
a02ac8780b,2018-06-01 17:43:04+00:00,62.0
c99771301a,2018-06-01 17:34:26+00:00,44.59
c34888ea08,2018-06-01 17:24:23+00:00,87.68
d5f30dd042,2018-06-01 16:41:21+00:00,60.5
d65107ddb3,2018-06-01 16:40:47+00:00,63.96
0952d7c668,2018-06-01 16:02:02+00:00,96.0
72ad7c5c15,2018-06-01 15:45:42+00:00,119.99
a5028d5f43,2018-06-01 15:18:46+00:00,84.0
8d41d0dec7,2018-06-01 14:20:40+00:00,71.75
7b235210ed,2018-06-01 14:19:14+00:00,42.97
586aac2768,2018-06-01 09:57:46+00:00,58.09
60d9cabf9a,2018-06-01 08:47:09+00:00,42.81
b25cfc425d,2018-06-01 08:32:20+00:00,75.61
fcf8f23700,2018-06-01 08:05:09+00:00,174.0
c5a5193982,2018-06-01 05:34:05+00:00,96.0
4faaf95a38,2018-06-01 05:32:21+00:00,71.98
e6899d5078,2018-06-01 05:30:43+00:00,34.25
ecf5ffc288,2018-06-01 04:43:41+00:00,74.0
163abe4a35,2018-06-01 04:01:26+00:00,56.75
e4e865f023,2018-06-01 03:31:45+00:00,44.0
155a8c084b,2018-06-01 02:13:31+00:00,37.99
3d2d694770,2018-06-01 02:07:32+00:00,73.99
fe37df9794,2018-06-01 00:55:06+00:00,61.31
8842704166,2018-05-31 23:49:40+00:00,76.59
1589228e5a,2018-05-31 23:25:47+00:00,108.0
7021a80ca8,2018-05-31 23:24:44+00:00,76.59
90095a1bca,2018-05-31 23:24:42+00:00,55.15
c15ae6c144,2018-05-31 23:13:52+00:00,52.46
5540b8e07d,2018-05-31 23:04:02+00:00,75.79
f17a5ee5b8,2018-05-31 23:03:08+00:00,61.57
c5a5193982,2018-05-31 22:29:48+00:00,130.5
16dea84cfa,2018-05-31 21:30:44+00:00,98.0
2c21868053,2018-05-31 21:18:31+00:00,231.66
c5a5193982,2018-05-31 20:12:52+00:00,25.25
bc1094b0fb,2018-05-31 20:08:19+00:00,104.5
77513b4419,2018-05-31 19:36:35+00:00,24.75
4c1bcf1424,2018-05-31 18:55:24+00:00,98.0
f0e716efbf,2018-05-31 18:54:41+00:00,71.75
72d800432a,2018-05-31 18:52:55+00:00,40.46
af7b24c72b,2018-05-31 18:05:13+00:00,96.75
b0d4d10e7e,2018-05-31 17:55:26+00:00,149.0
481d62f65d,2018-05-31 17:49:14+00:00,23.75
c77f37c2b6,2018-05-31 17:46:05+00:00,71.0
46cf847552,2018-05-31 16:57:13+00:00,44.41
6339a73ecd,2018-05-31 16:51:19+00:00,51.75
4f352faa44,2018-05-31 16:13:16+00:00,10.76
a50f1f5d7a,2018-05-31 15:25:25+00:00,60.5
904b5eb0bd,2018-05-31 14:51:08+00:00,61.0
aba9247f5c,2018-05-31 14:45:36+00:00,73.5
f7721bc630,2018-05-31 14:41:36+00:00,48.99
d4718ce5da,2018-05-31 14:25:51+00:00,207.0
79b367e89b,2018-05-31 13:23:27+00:00,75.75
d7499e6c5a,2018-05-31 10:46:34+00:00,121.5
3f26c95459,2018-05-31 08:13:23+00:00,88.5
cbc15d266e,2018-05-31 07:05:27+00:00,87.68
2d1adfeccd,2018-05-31 06:46:10+00:00,73.5
6eaae0b7dc,2018-05-31 06:42:44+00:00,384.49
d74b96e000,2018-05-31 06:37:49+00:00,102.5
f4dcb11431,2018-05-31 06:21:16+00:00,128.25
7ad98bbd74,2018-05-31 04:53:22+00:00,266.99
f8700136fa,2018-05-31 04:35:43+00:00,242.25
c757670fac,2018-05-31 04:33:47+00:00,72.57
16f2909a57,2018-05-31 04:31:40+00:00,27.5
f69aa1d4c0,2018-05-31 03:47:41+00:00,199.5
3281ff1e42,2018-05-31 01:55:11+00:00,94.0
4cb23d565d,2018-05-31 01:50:19+00:00,64.0
c5343d7988,2018-05-31 01:43:13+00:00,44.0
375c64ab0b,2018-05-31 01:39:20+00:00,108.0
bf59743a3d,2018-05-31 01:28:06+00:00,60.5
03776febf7,2018-05-31 01:27:47+00:00,75.65
24133db4ac,2018-05-31 01:05:53+00:00,34.25
c5a5193982,2018-05-31 00:55:24+00:00,11.99
6cdbb5572f,2018-05-31 00:24:16+00:00,155.97
09841d1351,2018-05-31 00:01:46+00:00,68.55
4ec535ac83,2018-05-30 23:55:22+00:00,76.59
3ec7359723,2018-05-30 22:20:36+00:00,56.75
ba378a00aa,2018-05-30 22:04:05+00:00,76.59
6f7d0606e6,2018-05-30 21:21:43+00:00,79.0
ef4e59e92e,2018-05-30 19:45:13+00:00,9.75
c654be9ad6,2018-05-30 19:39:23+00:00,146.5
7029efaa4b,2018-05-30 19:23:18+00:00,46.65
4a9920b19f,2018-05-30 19:08:50+00:00,72.5
1fa032085b,2018-05-30 18:25:50+00:00,44.0
e111936195,2018-05-30 18:12:06+00:00,49.25
202931465b,2018-05-30 18:11:35+00:00,78.83
993a334b0a,2018-05-30 18:05:25+00:00,9.75
562b0f90a2,2018-05-30 18:02:01+00:00,71.75
302ac43736,2018-05-30 17:46:09+00:00,37.99
47d17c1caa,2018-05-30 17:38:31+00:00,93.75
904b5eb0bd,2018-05-30 17:11:16+00:00,81.0
78ba99d884,2018-05-30 17:10:14+00:00,37.25
bea2135563,2018-05-30 17:05:00+00:00,44.0
670f42d9e0,2018-05-30 16:58:03+00:00,98.25
0c2bb7409f,2018-05-30 16:55:52+00:00,52.25
0ddaf16f89,2018-05-30 16:26:44+00:00,81.0
f01a321f81,2018-05-30 16:15:05+00:00,88.5
26102d0cf3,2018-05-30 15:53:09+00:00,22.99
9b6ef780b1,2018-05-30 15:40:59+00:00,65.0
12b555990b,2018-05-30 15:29:27+00:00,111.0
c5a5193982,2018-05-30 14:55:59+00:00,77.25
56352e5ed4,2018-05-30 13:43:18+00:00,88.5
27c568b390,2018-05-30 13:31:20+00:00,71.75
054c9a7af3,2018-05-30 10:39:57+00:00,89.25
0f0bf777d3,2018-05-30 08:04:51+00:00,76.76
777e1ddf46,2018-05-30 07:18:40+00:00,74.98
43e6bfa4da,2018-05-30 06:47:28+00:00,164.09
902139bcbc,2018-05-30 06:37:25+00:00,196.5
fd613a84cf,2018-05-30 06:31:26+00:00,54.25
d6e7261520,2018-05-30 06:26:27+00:00,203.25
9e30e0f84a,2018-05-30 05:56:55+00:00,65.0
2ff48fc9c7,2018-05-30 05:34:19+00:00,41.75
4f81935f46,2018-05-30 04:47:16+00:00,88.5
216afb7ef8,2018-05-30 04:24:52+00:00,66.2
60e55afdd4,2018-05-30 04:00:12+00:00,89.0
2415056ba2,2018-05-30 03:56:59+00:00,89.25
37dc5cc432,2018-05-30 03:47:08+00:00,132.54
0a2d88947c,2018-05-30 03:20:14+00:00,56.75
ffea6633ab,2018-05-30 02:45:26+00:00,64.0
6d7edc3b31,2018-05-30 02:32:21+00:00,52.46
a729da1abb,2018-05-30 02:12:31+00:00,127.99
0042e5bcdb,2018-05-30 01:24:55+00:00,153.55
3d2d694770,2018-05-29 23:08:19+00:00,54.0
78076b5fe7,2018-05-29 22:18:22+00:00,54.0
bc3d5d0dad,2018-05-29 20:54:40+00:00,264.97
c55b233807,2018-05-29 13:27:12+00:00,30.0
cd35f52b81,2018-05-29 05:35:41+00:00,91.8
2f9c39b8e4,2018-05-29 04:37:33+00:00,70.0
37498fd45a,2018-05-29 01:50:06+00:00,36.1
1fcb7bf42b,2018-05-29 01:08:20+00:00,11.99
a8a3f315fc,2018-05-29 00:14:59+00:00,118.0
908e2e0dda,2018-05-28 21:05:44+00:00,164.0
bc063f4b1a,2018-05-28 19:44:54+00:00,58.79
ad6e16b430,2018-05-28 19:22:28+00:00,68.27
